.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,2.10806747439214,0.073,1.81683860780752,0.151,0.25230069081079,0.621972717951144
