.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,3.98709983546312,0.14,3.77476110843561,0.156,0.216904147243995,0.598422812364743
