.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,8.33420852037545,0.1,7.84107771251829,0.221,0.413736744513668,0.556105547122949
