.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,1.66421587799146,0.193,1.57190704452743,0.378,0.226929619844005,0.84855985619055
