x,y,GoalProbabilityFor,GoalProbabilityAgainst,GoalProbabilityCombined
2,38,0.00477341797259099,0.00748986549647372,0.00308301725475144
2,40,0.00514319531236214,0.008339483898139,0.00306662982300982
2,42,0.00596948443693834,0.00871055782863692,0.00285894814566782
2,44,0.00658230025246187,0.00865966026402384,0.00235384619100286
2,46,0.0065202818256802,0.00830983169188711,0.00173576384716546
2,48,0.00577281671428398,0.00750879788124843,0.00119543583859158
2,50,0.00454773760201225,0.00601842417409243,0.000746586718458609
2,52,0.00311698036857759,0.00388863674639843,0.00045693937189714
2,54,0.00239285134445433,0.00176712461084492,0.00036542373380603
2,56,0.00361923922777365,0.000481153750659919,0.000103236976777835
2,58,0.00669342531376649,0.0000784136752618082,0.0000403813164124136
2,60,0.0101272036331673,0.0000162880285876299,0.0000943506869489687
2,62,0.0113584031376238,0.000065430867688737,0.0000769581682110736
2,64,0.00854720558241843,0.000207249578234243,0.0000494894901711996
2,66,0.00402740139100118,0.000481930952101823,0.0000226199122781975
2,68,0.0012120331395802,0.000814978591425098,0.0000105579568050329
2,70,0.000252520814878403,0.00101008459489784,0.0000042771258987126
2,72,0.0000374812493668322,0.00101357864172695,0.0000000561514261188604
2,74,0.0000043436842398654,0.00132783448585878,0.00000000681867170228368
2,76,0,0.00255883196580917,0.00000190508906275909
2,78,0,0.00458708799540413,0.0000198294834102283
2,80,0,0.0067943161704732,0.0000308618579494494
4,0,0,0.00330913793807966,0.000065743605974096
4,2,0.0000117448891287056,0.00248967400146483,0.0000488904433920217
4,4,0.0000647982450201741,0.00151195399870813,0.0000289306292077511
4,6,0.00024278598378777,0.000729817026026908,0.000012459276398548
4,8,0.000617416809408166,0.00048712094347768,0.00000434098082471341
4,10,0.00117499934660486,0.00109314148095648,0.00000262300770303967
4,12,0.00178198132886526,0.00300000481054534,0.0000035784627111464
4,14,0.00206669956562371,0.00633366067345602,0.00000641367677209618
4,16,0.00177119671436981,0.0100043301124115,0.0000147974884778403
4,18,0.00171540181815861,0.011995321224379,0.0000898617904381272
4,20,0.00248025170741523,0.0115172664479024,0.000235804996567066
4,22,0.00371882931143585,0.00931399286612151,0.000482456530051123
4,24,0.00501478717245358,0.00647956352702644,0.000892031084706874
4,26,0.0061871475562882,0.00436910294963507,0.00142900036503605
4,28,0.00707601040980472,0.00390004139595557,0.00203950208544037
4,30,0.00739924204570086,0.00459534371632274,0.00251018990337827
4,32,0.00709842290816646,0.00553145533840563,0.00281113862897616
4,34,0.00630282466803365,0.00642391415684095,0.00309055877541271
4,36,0.00539544003873139,0.00730677934662923,0.00340171260116846
4,38,0.00494916784526497,0.00814690068395297,0.00360068625237226
4,40,0.00525206622589634,0.00877013057359964,0.00364603230070547
4,42,0.00601463632754873,0.00911788243005656,0.00340918821142207
4,44,0.00663559243115416,0.00934812253981239,0.00294028248213853
4,46,0.0066402836782629,0.00943462594029454,0.00231792205042079
4,48,0.0059951476471013,0.00896963614893902,0.00169851876529195
4,50,0.00491339268762693,0.00753129931472907,0.00117382071749416
4,52,0.00365185809128106,0.00512361720803042,0.000785730771607627
4,54,0.0029476903821901,0.00250726548468377,0.000559590236789194
4,56,0.00375447197206128,0.000800038483216512,0.000272406293702044
4,58,0.00597477215513799,0.000185950708343074,0.000161055789489235
4,60,0.00848517894949444,0.0000799759985774326,0.000174185758577534
4,62,0.00931719069477172,0.00018373633283889,0.000120180330397778
4,64,0.0070659841059225,0.000518505982838881,0.000077410743836776
4,66,0.00341665653805357,0.00115493787717791,0.0000566098785886876
4,68,0.00107281088753953,0.00188602084727253,0.0000367701010811253
4,70,0.000233143272875681,0.0022035162522324,0.0000184692102581304
4,72,0.0000364123059798828,0.00203726745557545,0.00000662684396318724
4,74,0.00000468065751231804,0.00239849244435528,0.0000019843188553388
4,76,0,0.00430495037109819,0.00000339212831017565
4,78,0,0.00758995656774545,0.00000101078285027754
4,80,0,0.0112503505825967,0.0000534121822755542
6,0,0.00000490609644605148,0.00160116011945087,0.0000337275657717114
6,2,0.0000311357075118049,0.00111559903018099,0.0000233863463886035
6,4,0.000149731331650039,0.00068381043005322,0.0000154798696272737
6,6,0.000508717725609772,0.000495442546379723,0.00000999662149496964
6,8,0.00121482366980286,0.000802058549838416,0.0000278830945038048
6,10,0.00216553716480762,0.00210497487840261,0.0000475856173494772
6,12,0.00301766894717686,0.00503742142018852,0.0000641823857192048
6,14,0.00317727724344799,0.00943048442110902,0.0000679455338353048
6,16,0.00248937559528631,0.0135619422607802,0.000128574070390609
6,18,0.00215668565663734,0.0152134040942773,0.000275860485758983
6,20,0.00299117350274982,0.014208915452506,0.000599557306487251
6,22,0.00457899494275478,0.0117576114018795,0.00107868670821318
6,24,0.00628035824053395,0.00875595646869532,0.00171990229776891
6,26,0.00759345241783771,0.00641719579484622,0.00247530611337418
6,28,0.00817152995978695,0.00571356492446947,0.00309401155348942
6,30,0.00799950840350569,0.00617512047927106,0.00355389981862868
6,32,0.00735515084325976,0.00688267892385629,0.00380875740397939
6,34,0.00648106802129245,0.00759502412266726,0.00402411211407955
6,36,0.00562270255657585,0.00837293641547593,0.00423304989463139
6,38,0.00517475423680334,0.00913434828558876,0.00437800758834243
6,40,0.00538143433668088,0.00969665769361512,0.00438033924520381
6,42,0.00604446769437464,0.0101135076886374,0.0041961284276044
6,44,0.00663370328375035,0.0106444587685213,0.00375658733916496
6,46,0.00668573078960332,0.0111686861782239,0.0031162633497849
6,48,0.00617503202636489,0.011041854116777,0.00241876763150355
6,50,0.00538245492541347,0.00962762396699689,0.00179512183392398
6,52,0.00458972675139809,0.00686630247148839,0.00133272647769865
6,54,0.00421666948504707,0.00365010587774801,0.000915032870390688
6,56,0.00473882306682853,0.0013848738949652,0.000627338447131446
6,58,0.00602386214150237,0.00044608579347902,0.00040251932063545
6,60,0.00725604359882295,0.000261804633793335,0.000222353133789448
6,62,0.00719790319368367,0.000471505370641743,0.000145005120314947
6,64,0.00521512835735176,0.00112828035411758,0.000189724902220241
6,66,0.00259584297325393,0.00230201876108159,0.000177608178934875
6,68,0.000907983231038201,0.00351243437382386,0.000146611020446426
6,70,0.000238337319429592,0.00383254893453135,0.0000777041730158038
6,72,0.0000508864686087789,0.00328651719147855,0.0000323967929268919
6,74,0.00000952674973222442,0.00345027944282164,0.0000113243452746548
6,76,0.000000924178131783,0.00575196450605373,0.00000156565800277525
6,78,0,0.00989206002746244,0
6,80,0,0.0145818789581353,0.0000118777920659665
8,0,0.00000984532198770963,0.000533448439732828,0.0000134478560810675
8,2,0.0000525829159852157,0.000475218100455958,0.0000141055141378087
8,4,0.000230568580522289,0.000525326527813546,0.000017120532759159
8,6,0.000748562135879555,0.000837700629382299,0.0000441618766397696
8,8,0.00172162616632225,0.00172091879610301,0.000100136622624079
8,10,0.00289891399750645,0.00364285503690152,0.000180246557045029
8,12,0.00373550383808086,0.00694437476879971,0.000244449722339903
8,14,0.00366925531805101,0.0112257113521561,0.000307760232347347
8,16,0.00275969911520785,0.0147871826880843,0.000391856471831482
8,18,0.00229457370849253,0.0157694670940418,0.00071581750422358
8,20,0.00312598765789601,0.0145773559003814,0.00118321782241334
8,22,0.00491860111654348,0.0125573597274011,0.00194451773715098
8,24,0.00705096406371705,0.0102389388407186,0.00288833936377829
8,26,0.00884690883983295,0.00837999555591259,0.00370032613534568
8,28,0.00957885633841773,0.00779462096678508,0.00427985603638474
8,30,0.00908843116286695,0.00810543279859408,0.00469449952416772
8,32,0.00801041771644104,0.00856176400846674,0.00496627461384308
8,34,0.00694073838672629,0.00908595009232696,0.00513356040388309
8,36,0.00609864878913527,0.00980479402514514,0.00524928207955716
8,38,0.00565055977721559,0.0105674986045623,0.00532676689916754
8,40,0.00577244937713872,0.0111074150157655,0.00533514564954467
8,42,0.00636961952974679,0.0115410537000874,0.00520898130510725
8,44,0.00696717129418221,0.0122764441921335,0.00480186646646563
8,46,0.00706706483436518,0.0131615018866091,0.00412112668878281
8,48,0.00668507165473359,0.0133220789928064,0.00336310383590275
8,50,0.00628155336413827,0.0119342287176573,0.00265637687867297
8,52,0.00622487433324124,0.0089147243921658,0.00206454833076461
8,54,0.00653245940694367,0.00526073168593078,0.00163904083048816
8,56,0.00707908353360157,0.00245907288036461,0.00125711971090138
8,58,0.00760790522026701,0.00110053307286954,0.000939281352008475
8,60,0.0076019239870876,0.00080878950158237,0.000646756718333606
8,62,0.00652319936745188,0.001206427779411,0.000404045419077116
8,64,0.00445435823991357,0.00225518426297564,0.000424360557184129
8,66,0.00238485886260055,0.00380214172210321,0.000534674460024344
8,68,0.0010444040310823,0.00500680346997669,0.000434797882982226
8,70,0.000379101466303264,0.00498027881761309,0.000261365390258799
8,72,0.000111539082829233,0.00401251220184935,0.000113320673906946
8,74,0.0000244516024833565,0.00389260482514435,0.0000378875567996364
8,76,0.00000370564333737363,0.00606690258285702,0.0000114250452153654
8,78,0,0.0102000688282801,0.00000000253964129709702
8,80,0,0.0149227300773407,0.00000000439249914982395
10,0,0.00001367187953752,0.000357006823067031,0.00000627619192142234
10,2,0.0000577857907650003,0.000591734813415605,0.0000129879695077551
10,4,0.000240523864538893,0.0010286648849617,0.0000631840628728357
10,6,0.000760348814143499,0.00187090206242588,0.000147803996940775
10,8,0.00172015468076289,0.00338334638928172,0.000305400505854835
10,10,0.00281384875745096,0.00559232577472276,0.00052165212212769
10,12,0.00348861690041593,0.00825746399590457,0.00070706578970742
10,14,0.00335502711211597,0.0111187361519999,0.000834604500261317
10,16,0.00265452223051618,0.0132342375201695,0.00104712089711598
10,18,0.0024595406180527,0.0135190223870909,0.00140720289142215
10,20,0.00348298972444857,0.0126058701006184,0.0020476460183912
10,22,0.00539529190975668,0.0115154620849378,0.00302113792823398
10,24,0.00760077223934078,0.0103771447106501,0.00410184737506647
10,26,0.0094861078457807,0.0095145477115525,0.00485949149978193
10,28,0.0103332393586176,0.00949256241179678,0.00527739090495831
10,30,0.00983539491624117,0.0100042140362274,0.00564467338913813
10,32,0.008618242844555,0.0105003621864859,0.00594086169531906
10,34,0.00754328358258654,0.0110309122193048,0.00610125269449839
10,36,0.00686426783141213,0.0117384759252983,0.00616599299430625
10,38,0.00653493915306175,0.0123617680252941,0.00624727532063652
10,40,0.00668243732123364,0.0125517727342282,0.00633842516156623
10,42,0.00732968565198042,0.0125555047398132,0.00625172583431741
10,44,0.00798732219601065,0.0130416591126977,0.00580370130940977
10,46,0.00803901722870472,0.013943656073151,0.00506200862361232
10,48,0.00759853963368356,0.0142645407347176,0.00427386970236502
10,50,0.00747806339178544,0.0131408438257097,0.00353028635403317
10,52,0.00822558507896336,0.0105186374150252,0.002901481468882
10,54,0.00942717062192428,0.00715524181802902,0.00249650732474782
10,56,0.0102661093163739,0.00421694932469753,0.00221484036680496
10,58,0.0103894817865797,0.00249200331977793,0.00192424611453337
10,60,0.00964058343912102,0.0020792866576234,0.00152247022617904
10,62,0.00788735572063864,0.00274790659772704,0.00107611460832705
10,64,0.00546967315350646,0.00413338258196682,0.00120226043058984
10,66,0.00323459908854669,0.0053938908729881,0.00109214988570626
10,68,0.00166364531647773,0.00567992261261838,0.000983622467369859
10,70,0.000717311121229406,0.00494243696966546,0.000591537135462407
10,72,0.000244525105310774,0.00382691517433193,0.000270020159447318
10,74,0.0000654551061245602,0.00354774706980192,0.000106324654209311
10,76,0.0000155509579402253,0.0051215422084716,0.00003679345856389
10,78,0.00000165100283749184,0.00833397690790238,0.0000110017413422595
10,80,0,0.0121019932101977,0.0000000105495290960463
12,0,0.000034087533462973,0.000578697915179304,0.0000561277023913036
12,2,0.0000815910436853249,0.00110222594918715,0.000122407568563087
12,4,0.000227712414499441,0.00199338655498121,0.000244701588205962
12,6,0.000617941938255982,0.00346850387495251,0.000452477987275469
12,8,0.00136261632858626,0.0055839229897149,0.000777384335712942
12,10,0.00224633903152161,0.0078156547713601,0.00115587500234459
12,12,0.00285198949809748,0.00945341525341685,0.00152772408873654
12,14,0.00292745328359388,0.0103550240883439,0.00182072579858968
12,16,0.00279125968493503,0.0105266758330565,0.00211667871324961
12,18,0.00333489486341398,0.0100759237362849,0.0025317185263772
12,20,0.00494017618882253,0.00967490662217585,0.00328914687568745
12,22,0.00697679756389525,0.00957543651888499,0.00434802242866373
12,24,0.00873394674086747,0.00945747919747624,0.00524823090546482
12,26,0.00986434312299791,0.00946920466142164,0.0056910265257986
12,28,0.0101618889572709,0.0100940649632136,0.00587535807159238
12,30,0.00952550903437058,0.0111192766656018,0.00612670093982231
12,32,0.00842407624335147,0.0120769964809447,0.00638979635173519
12,34,0.0076322849906404,0.0129382472034371,0.00648364985915476
12,36,0.00735228788799878,0.0136596665726536,0.00650206606444981
12,38,0.0073684223409223,0.0138166181226265,0.00664925705048054
12,40,0.00773168288263886,0.0131086433174345,0.00684451341555666
12,42,0.00850262284245915,0.0120567279667063,0.00675199547576053
12,44,0.00912172747151164,0.0116728619276229,0.00618982601211313
12,46,0.0088947281258299,0.0121336583529151,0.00539503100228957
12,48,0.00815911173622428,0.0125799757788392,0.00466270698995757
12,50,0.0081335572543937,0.0122757631250148,0.0040100409515289
12,52,0.00949707778764847,0.0110449588390634,0.00356427060886544
12,54,0.011403638016777,0.00897825996634794,0.00341771433935388
12,56,0.0125452832665184,0.00657560750861478,0.00347152527266805
12,58,0.0126966509287807,0.00473429671988524,0.00334122782401809
12,60,0.0120239691124984,0.00421108673857597,0.00290088503484145
12,62,0.0102989427048361,0.00510053369954898,0.00221078399996178
12,64,0.00755692802734714,0.0065830009345041,0.00160526029532293
12,66,0.00469725244173721,0.00700706102904819,0.00201731542294632
12,68,0.00250514316771629,0.00590346247651078,0.00148001526369507
12,70,0.00112602179155261,0.00446529081142789,0.0009925431557113
12,72,0.000419492440302289,0.00349392205165072,0.000511470199452276
12,74,0.000136055359186146,0.00323095320447218,0.000222902204889272
12,76,0.0000414793461070013,0.00393256127508443,0.0000931517968057146
12,78,0.0000118979566825512,0.00558461381150368,0.0000307458670513379
12,80,0.000000270207466161601,0.00768215696905001,0.00000736593130705398
14,0,0.0000951904530999149,0.000860235674447251,0.000153599912495641
14,2,0.000188691836377929,0.0016875402680946,0.00033197962551041
14,4,0.000341833582279123,0.00309810405683673,0.000620911639389723
14,6,0.000646151931852291,0.00526779056752803,0.0010158755121906
14,8,0.00123278900184018,0.00794543322614781,0.00150767499204841
14,10,0.00206758136029137,0.010156613026635,0.00206842712375625
14,12,0.0028575778072152,0.0109772645908967,0.00272981555325161
14,14,0.00337763832780631,0.0102758671883401,0.00326108254816959
14,16,0.00391762182669883,0.00871110500982144,0.00365730346752693
14,18,0.00528796934878953,0.00756766383981509,0.00404830876454362
14,20,0.00758416791974514,0.0075862309527733,0.00488033717049323
14,22,0.00974775877566732,0.00813193970019932,0.00593802097213572
14,24,0.0107983033972481,0.00844444895825026,0.00647781243842171
14,26,0.010660423169142,0.00868325379629151,0.00635521606184271
14,28,0.00981308257458782,0.00947647284153472,0.00609012395153902
14,30,0.00859471741553577,0.0108447222351776,0.00604892330530302
14,32,0.00740042170567164,0.0123382454879874,0.00612307100762529
14,34,0.00678378001744236,0.0136657259697525,0.0060846062655754
14,36,0.00683324696807666,0.0144246327988345,0.00600326498592083
14,38,0.00722958920107658,0.0140397095983296,0.00612579273886527
14,40,0.00786474020566885,0.01239542876604,0.00631751994729135
14,42,0.00868191671198706,0.0102969355949091,0.00614243651258091
14,44,0.0091035726750475,0.00895392214682714,0.00554519698229417
14,46,0.00855864068148231,0.00882968114986025,0.00485059408083041
14,48,0.00763085681249466,0.00946398226438878,0.00431305742348419
14,50,0.0077130111812013,0.0102915750194921,0.00399348595193935
14,52,0.00936160280600671,0.0108343942458213,0.00400489752955068
14,54,0.011455054384008,0.0104807977601608,0.00436281005512735
14,56,0.0127066713284861,0.00907172491343933,0.00486276051284586
14,58,0.0132300456018269,0.00744513040732327,0.0050048475049519
14,60,0.0132943528343235,0.00681685012228961,0.00459337943419342
14,62,0.0122084140800726,0.00765725033453217,0.00378093784082651
14,64,0.00940907835932292,0.00883916836373947,0.00290994590241182
14,66,0.0059345065969683,0.00832112276120375,0.00299740024838146
14,68,0.00316348183715595,0.00620736028959988,0.00211125324567006
14,70,0.00147898870676833,0.00454563651551134,0.0013674185841578
14,72,0.000640687097338512,0.00405723591842444,0.000750258810571671
14,74,0.000271914856223385,0.00409552340320037,0.000398795160909181
14,76,0.00011215457171271,0.00405562154139618,0.0001509806151954
14,78,0.0000414149508692464,0.00401650156749284,0.0000517820181427156
14,80,0.0000133324786672246,0.00421809104340173,0.0000148611056215595
16,0,0.000257113284252704,0.00106342051936497,0.000318745127169521
16,2,0.000484681660188768,0.00215830998221213,0.000679212069826661
16,4,0.000781279696934375,0.00406186780840788,0.00123093622649191
16,6,0.00114991626746439,0.00689270759177994,0.00188763334671118
16,8,0.00174653969524101,0.0100817713239351,0.00253853792621297
16,10,0.00276564982735358,0.0122809727433824,0.00323675597976594
16,12,0.00403611405297095,0.0124817016506334,0.00397516043139616
16,14,0.00512898097213461,0.0107590104815489,0.00464328901988677
16,16,0.00611460803040483,0.00826477411108533,0.00510001294669513
16,18,0.00782925749060656,0.00687845552614884,0.00552403905594616
16,20,0.0104518487796341,0.00720902102756224,0.0065369412036868
16,22,0.0127197387980716,0.0080136368569738,0.0076625002922702
16,24,0.0132745830425537,0.00824386062698003,0.00788156045205982
16,26,0.0120107116980342,0.00809572120405436,0.00713472227155206
16,28,0.00992334752496755,0.00844164707306658,0.00618756898024703
16,30,0.00786063049737181,0.00963850585263952,0.00568141239541623
16,32,0.00625426690940423,0.0113365982944361,0.00546443436571973
16,34,0.00547383691417492,0.0129821284977573,0.00523982325828527
16,36,0.00553762968956378,0.0138321444448379,0.00504207645801834
16,38,0.00607963645417379,0.0132105917692653,0.00503646058623971
16,40,0.00679955817300323,0.0111556978128265,0.00506759898431337
16,42,0.00747957136572134,0.00858645754019097,0.00481617028991722
16,44,0.0076628679907243,0.00670799794879659,0.00429473662958343
16,46,0.00703988304987763,0.00621216735922902,0.00382475626663135
16,48,0.00629776480959383,0.00705925027313351,0.00362718911192373
16,50,0.00666892396475551,0.00879954521437258,0.00379258115471984
16,52,0.00838188353514771,0.01064940130163,0.00440149897620042
16,54,0.0102242106083849,0.0115946724643589,0.00525071599649965
16,56,0.0113193131905429,0.0111265045277047,0.00601776261897013
16,58,0.0121986071984114,0.00993279849352645,0.0063837370796914
16,60,0.0130760481439929,0.00930108961808161,0.00612188680519075
16,62,0.0127313035121805,0.00981629467551412,0.00539775690472891
16,64,0.0101212896638976,0.0103213076050932,0.004362107207282
16,66,0.00642054396132815,0.00900628611859283,0.00387772372226827
16,68,0.00351239947763435,0.00664269795112175,0.00265357333264051
16,70,0.00187984946859588,0.00547886270916081,0.00166897460144862
16,72,0.00106423110886129,0.00591636836116653,0.000948317186399255
16,74,0.000597929370435257,0.00663973890706418,0.000497074377812031
16,76,0.000296706095853096,0.00626499921765868,0.000231638966517873
16,78,0.000121891207696834,0.00483154684323081,0.0000917507590508022
16,80,0.0000412600620861041,0.00334481691514454,0.000032757342333246
18,0,0.000558438744956236,0.0012528875842114,0.000516241605347581
18,2,0.00105069530000401,0.00256198178220326,0.00108089306786871
18,4,0.00165907805788866,0.00479000932934911,0.00192009878015123
18,6,0.00223915544001341,0.0079791411816061,0.00286161245042242
18,8,0.00289008960183448,0.0113889591194306,0.00364106199535049
18,10,0.00404606740933897,0.0134864454815543,0.0042499585082746
18,12,0.00577804840083663,0.0132022270803414,0.0049311650699233
18,14,0.00736414991958781,0.0109023169509154,0.00547823116739687
18,16,0.00843402182619993,0.00819999886175941,0.00580395264606715
18,18,0.009931521491313,0.0070652086224947,0.00623042748731649
18,20,0.0124263440410756,0.00776651476016448,0.0075307620011018
18,22,0.014693403213269,0.00879154870603676,0.00902934327903424
18,24,0.0150980431642365,0.00900812170133558,0.00924588365370103
18,26,0.0132675955031686,0.0085247316720495,0.00817577994053535
18,28,0.0103453569258885,0.00828612065161894,0.00657209461058214
18,30,0.00757251850946733,0.00899805408958218,0.00544657260210361
18,32,0.00549320134983718,0.0105389937559195,0.00484577009742166
18,34,0.0043983295535759,0.0122193221383116,0.00450450851600216
18,36,0.00430326183780978,0.0130555163781651,0.00425328731863982
18,38,0.00479635904851758,0.0123273847594768,0.00411596860979805
18,40,0.00538855665416129,0.0101602384525267,0.00396353741637611
18,42,0.00575536550816069,0.00748504845287174,0.00363357292180718
18,44,0.0056676433497066,0.00546917538019658,0.00319097453904026
18,46,0.00515309179841264,0.00493814992315597,0.00290833321003922
18,48,0.00489503455404204,0.0060676022116422,0.00301223259328727
18,50,0.00576489108969555,0.00831880198806349,0.00360536362710615
18,52,0.00754150557064624,0.0106853983829573,0.00468242177270192
18,54,0.00897500830183458,0.0121063940724921,0.00582537152659744
18,56,0.00965888038213122,0.0121801416055071,0.00665581623241436
18,58,0.0105206724211098,0.011551269682888,0.00708814189939658
18,60,0.0117496835617647,0.011283440402125,0.00711443264692827
18,62,0.0118188455775832,0.0116280484509643,0.00662361637993795
18,64,0.00951552750243611,0.0113466466243462,0.00553363537728311
18,66,0.00614385272711728,0.00937876429389843,0.00444357037511454
18,68,0.00374008981399087,0.00728576496743097,0.00296549908833743
18,70,0.00257863847250687,0.00711308900251824,0.0018217745953093
18,72,0.00190454413271408,0.00879022503428698,0.00108613533949693
18,74,0.0012611859743974,0.0104510738515328,0.000633021956288549
18,76,0.000680509756380057,0.0100634594105117,0.000345071080619028
18,78,0.000293077142101012,0.00756490471863495,0.000173691519968406
18,80,0.000103022224807595,0.00466315764866435,0.0000827823737306458
20,0,0.00100733578503515,0.00158441399210318,0.000758699484015498
20,2,0.00185898936801262,0.00305031712087452,0.00147849458884766
20,4,0.00287308812387429,0.00529716247684973,0.00251159579934708
20,6,0.0037226691320635,0.00824057981052774,0.00360592399265282
20,8,0.00432662233626911,0.0112522583987249,0.00441374691175181
20,10,0.00520955616373888,0.0130432775984581,0.00488630367963935
20,12,0.00678115253082563,0.0125588735707206,0.00530314494494104
20,14,0.00836338969943046,0.0101683121879708,0.0054911915651784
20,16,0.00934359715345461,0.00761520141279479,0.00543645833763918
20,18,0.0106677163074455,0.00678322844806885,0.00579945067268468
20,20,0.012987968996516,0.00782066457570804,0.00733466643446014
20,22,0.0151174545470069,0.00937164588581483,0.00922325722046472
20,24,0.0154248496123072,0.0102450219441516,0.0100196836724995
20,26,0.0134506714356508,0.0101867040987324,0.00916686951394208
20,28,0.0102768539746761,0.00988574820707763,0.00735494305409845
20,30,0.00728767902185854,0.010265750858087,0.0056919575562687
20,32,0.00506377392828323,0.0115346106106484,0.00476279217816596
20,34,0.00383057982632783,0.0129494026147778,0.00432273586424809
20,36,0.00363982468910635,0.0133916656859726,0.00408603604737837
20,38,0.0040576860274597,0.012233769010934,0.00385102909108082
20,40,0.00444502158160053,0.00975124461851707,0.00352735353705599
20,42,0.00442576989769663,0.00692378913150866,0.00307563046857598
20,44,0.00402139904624828,0.00491501793715795,0.0026095401842998
20,46,0.0036081823220141,0.00456065003696219,0.00235755061525001
20,48,0.00387675113953677,0.00595321845208301,0.00255665651567215
20,50,0.00527893645250841,0.00828932296289677,0.00336359506987842
20,52,0.00713323203311294,0.0104418946339042,0.00463777634066274
20,54,0.00820099260833833,0.01165631251837,0.00582140185094654
20,56,0.00840589262079954,0.0119382171831387,0.00658150489569266
20,58,0.0088426050605051,0.0120594207135307,0.00705717103489028
20,60,0.00975267215555841,0.0127300876884135,0.007352430658959
20,62,0.00973633860183542,0.0134728874879811,0.00717044523469244
20,64,0.00780422336130178,0.0126407212642385,0.00618324877690352
20,66,0.00530243462503938,0.0100226778052813,0.00446882840117514
20,68,0.00392656919749563,0.00813979567338403,0.00288977321054272
20,70,0.00350123782472464,0.00885114914398219,0.00187449857501866
20,72,0.0030161654912715,0.0115440886270334,0.00135530781688298
20,74,0.002140993132074,0.0140079994015616,0.000877629382733735
20,76,0.00120259724242279,0.0138287229561528,0.000636898734759431
