.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,2.93120807589075,0.148,2.8868614853259,0.435,0.174896576858222,0.457334966778065
