.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,0.451059937380854,0.85,0.451059937380854,0.25,0.119132692791922,0.860785149916296
