.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,3.63473387185388,0.091,3.24298605330509,0.195,0.199359934175878,0.851799869459794
