.,_WeightedExpectedGoals,_GoalProbability,NonShot_WeightedExpectedGoals,NonShot_GoalProbability,Shot_WeightedExpectedGoals,Shot_GoalProbability
.,1.13362540691337,0.823,1.04203211426162,0.224,0.246663591816553,0.987745097066924
