x,y,WeightedProbabiliticGoals,GoalProbability
0,0,0.0000541769186507278,0
0,2,0.000262158444412103,0
0,4,0.000847541088632625,0.001
0,6,0.00227774577314145,0.003
0,8,0.00467701860644299,0.005
0,10,0.00701565773557131,0.007
0,12,0.00761208203296086,0.007
0,14,0.00615731344471185,0.007
0,16,0.00425265247838652,0.005
0,18,0.00319881751409681,0.004
0,20,0.00286732835185903,0.003
0,22,0.00317667774040189,0.003
0,24,0.00660522924904978,0.004
0,26,0.0179251934743323,0.007
0,28,0.03885290706724,0.01
0,30,0.0600510563749879,0.01
0,32,0.0656617318707278,0.008
0,34,0.0529117600002242,0.005
0,36,0.0378640745128116,0.003
0,38,0.0354710908951684,0.003
0,40,0.0442611174793901,0.003
0,42,0.0534194222984,0.005
0,44,0.0561841099697243,0.007
0,46,0.0510470190616406,0.009
0,48,0.0385023877032213,0.009
0,50,0.0226018757681843,0.007
0,52,0.00989657811422953,0.004
0,54,0.00323843956393767,0.002
0,56,0.000867166406355314,0.001
0,58,0.000241716980120925,0
0,60,0.0000666209445658533,0
0,62,0.0000227387425141057,0
0,64,0.0000120932135012873,0
0,66,0.0000169746701909369,0
0,68,0.0000166112301097109,0
0,70,0.0000113329525055936,0
0,72,0,0
0,74,0,0
0,76,0,0
0,78,0,0
0,80,0,0
2,0,0.000324810667535571,0
2,2,0.00103737807674191,0.001
2,4,0.00296163110556114,0.002
2,6,0.00729172696786263,0.004
2,8,0.0141953744229275,0.007
2,10,0.0206284384510298,0.01
2,12,0.0219299783673472,0.01
2,14,0.0179562700876181,0.01
2,16,0.0136161530590018,0.008
2,18,0.0120340037588277,0.008
2,20,0.0114849614093818,0.007
2,22,0.0103592014011904,0.005
2,24,0.0129809940026411,0.004
2,26,0.0280378688122823,0.006
2,28,0.0587953209527309,0.007
2,30,0.0911242739368437,0.007
2,32,0.100897533355379,0.006
2,34,0.0837047683828249,0.004
2,36,0.0634323479529977,0.002
2,38,0.0623762061450484,0.002
2,40,0.0775190933756918,0.003
2,42,0.0924531369252939,0.004
2,44,0.0975066253682688,0.006
2,46,0.0900349351181219,0.008
2,48,0.0691660799639674,0.008
2,50,0.0414173570733029,0.007
2,52,0.0187113048098989,0.004
2,54,0.00667033569319278,0.002
2,56,0.00226329371496763,0.001
2,58,0.000899868935181664,0
2,60,0.000379194372815502,0
2,62,0.000164575968303691,0
2,64,0.000123717119118618,0
2,66,0.000134593786255824,0
2,68,0.000131712035031259,0
2,70,0.0000898720281503482,0
2,72,0.000042765147402106,0
2,74,0.0000142061687278185,0
2,76,0.000000031679735346749,0
2,78,0.0000000213037693824675,0
2,80,0,0
4,0,0.00106142576818633,0.001
4,2,0.00307476576230063,0.001
4,4,0.00778480512508174,0.003
4,6,0.0173753153247315,0.006
4,8,0.0318350778172349,0.01
4,10,0.0445601719019967,0.013
4,12,0.0465482123310351,0.014
4,14,0.0389642634262613,0.013
4,16,0.0328896013705664,0.012
4,18,0.0334111828228258,0.013
4,20,0.0336899996460269,0.012
4,22,0.0279789381227214,0.008
4,24,0.0232888579606068,0.005
4,26,0.0334902533721828,0.004
4,28,0.0639421215439657,0.005
4,30,0.099180068868581,0.005
4,32,0.113005584125896,0.004
4,34,0.100410689120862,0.003
4,36,0.0857133717846356,0.002
4,38,0.0899437205924525,0.002
4,40,0.107128762911556,0.003
4,42,0.120448448155239,0.004
4,44,0.12308871329746,0.005
4,46,0.113232887421442,0.006
4,48,0.0880846700829067,0.007
4,50,0.0539602479073431,0.005
4,52,0.0258495064290795,0.003
4,54,0.010977941719376,0.002
4,56,0.00524301333390531,0.001
4,58,0.00279670609113669,0.001
4,60,0.00134702052030148,0
4,62,0.000682661495010023,0
4,64,0.000629863300504085,0
4,66,0.000760594670067289,0
4,68,0.000728157808204282,0
4,70,0.00049687717136257,0
4,72,0.000236501685335903,0
